harness,method,scenario,seed_idx,instance_seed,optimizer_stream
tier1,alzenad2017,clustered_N250_K10,19,1878758982,"SeedSequence([9876, 1, 6, 1, 19])"
tier1,pso,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 0, 2, 0])"
tier1,pso,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 0, 2, 1])"
tier1,pso,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 0, 2, 2])"
tier1,pso,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 0, 2, 3])"
tier1,pso,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 0, 2, 4])"
tier1,pso,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 0, 2, 5])"
tier1,pso,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 0, 2, 6])"
tier1,pso,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 0, 2, 7])"
tier1,pso,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 0, 2, 8])"
tier1,pso,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 0, 2, 9])"
tier1,pso,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 0, 2, 10])"
tier1,pso,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 0, 2, 11])"
tier1,pso,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 0, 2, 12])"
tier1,pso,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 0, 2, 13])"
tier1,pso,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 0, 2, 14])"
tier1,pso,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 0, 2, 15])"
tier1,pso,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 0, 2, 16])"
tier1,pso,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 0, 2, 17])"
tier1,pso,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 0, 2, 18])"
tier1,pso,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 0, 2, 19])"
tier1,ga,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 1, 2, 0])"
tier1,ga,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 1, 2, 1])"
tier1,ga,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 1, 2, 2])"
tier1,ga,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 1, 2, 3])"
tier1,ga,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 1, 2, 4])"
tier1,ga,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 1, 2, 5])"
tier1,ga,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 1, 2, 6])"
tier1,ga,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 1, 2, 7])"
tier1,ga,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 1, 2, 8])"
tier1,ga,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 1, 2, 9])"
tier1,ga,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 1, 2, 10])"
tier1,ga,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 1, 2, 11])"
tier1,ga,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 1, 2, 12])"
tier1,ga,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 1, 2, 13])"
tier1,ga,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 1, 2, 14])"
tier1,ga,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 1, 2, 15])"
tier1,ga,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 1, 2, 16])"
tier1,ga,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 1, 2, 17])"
tier1,ga,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 1, 2, 18])"
tier1,ga,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 1, 2, 19])"
tier1,centroid,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 2, 2, 0])"
tier1,centroid,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 2, 2, 1])"
tier1,centroid,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 2, 2, 2])"
tier1,centroid,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 2, 2, 3])"
tier1,centroid,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 2, 2, 4])"
tier1,centroid,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 2, 2, 5])"
tier1,centroid,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 2, 2, 6])"
tier1,centroid,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 2, 2, 7])"
tier1,centroid,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 2, 2, 8])"
tier1,centroid,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 2, 2, 9])"
tier1,centroid,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 2, 2, 10])"
tier1,centroid,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 2, 2, 11])"
tier1,centroid,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 2, 2, 12])"
tier1,centroid,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 2, 2, 13])"
tier1,centroid,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 2, 2, 14])"
tier1,centroid,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 2, 2, 15])"
tier1,centroid,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 2, 2, 16])"
tier1,centroid,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 2, 2, 17])"
tier1,centroid,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 2, 2, 18])"
tier1,centroid,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 2, 2, 19])"
tier1,static,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 3, 2, 0])"
tier1,static,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 3, 2, 1])"
tier1,static,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 3, 2, 2])"
tier1,static,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 3, 2, 3])"
tier1,static,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 3, 2, 4])"
tier1,static,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 3, 2, 5])"
tier1,static,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 3, 2, 6])"
tier1,static,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 3, 2, 7])"
tier1,static,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 3, 2, 8])"
tier1,static,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 3, 2, 9])"
tier1,static,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 3, 2, 10])"
tier1,static,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 3, 2, 11])"
tier1,static,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 3, 2, 12])"
tier1,static,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 3, 2, 13])"
tier1,static,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 3, 2, 14])"
tier1,static,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 3, 2, 15])"
tier1,static,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 3, 2, 16])"
tier1,static,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 3, 2, 17])"
tier1,static,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 3, 2, 18])"
tier1,static,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 3, 2, 19])"
tier1,random,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 4, 2, 0])"
tier1,random,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 4, 2, 1])"
tier1,random,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 4, 2, 2])"
tier1,random,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 4, 2, 3])"
tier1,random,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 4, 2, 4])"
tier1,random,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 4, 2, 5])"
tier1,random,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 4, 2, 6])"
tier1,random,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 4, 2, 7])"
tier1,random,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 4, 2, 8])"
tier1,random,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 4, 2, 9])"
tier1,random,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 4, 2, 10])"
tier1,random,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 4, 2, 11])"
tier1,random,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 4, 2, 12])"
tier1,random,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 4, 2, 13])"
tier1,random,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 4, 2, 14])"
tier1,random,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 4, 2, 15])"
tier1,random,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 4, 2, 16])"
tier1,random,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 4, 2, 17])"
tier1,random,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 4, 2, 18])"
tier1,random,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 4, 2, 19])"
tier1,mozaffari2016,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 5, 2, 0])"
tier1,mozaffari2016,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 5, 2, 1])"
tier1,mozaffari2016,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 5, 2, 2])"
tier1,mozaffari2016,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 5, 2, 3])"
tier1,mozaffari2016,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 5, 2, 4])"
tier1,mozaffari2016,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 5, 2, 5])"
tier1,mozaffari2016,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 5, 2, 6])"
tier1,mozaffari2016,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 5, 2, 7])"
tier1,mozaffari2016,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 5, 2, 8])"
tier1,mozaffari2016,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 5, 2, 9])"
tier1,mozaffari2016,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 5, 2, 10])"
tier1,mozaffari2016,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 5, 2, 11])"
tier1,mozaffari2016,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 5, 2, 12])"
tier1,mozaffari2016,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 5, 2, 13])"
tier1,mozaffari2016,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 5, 2, 14])"
tier1,mozaffari2016,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 5, 2, 15])"
tier1,mozaffari2016,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 5, 2, 16])"
tier1,mozaffari2016,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 5, 2, 17])"
tier1,mozaffari2016,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 5, 2, 18])"
tier1,mozaffari2016,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 5, 2, 19])"
tier1,alzenad2017,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 6, 2, 0])"
tier1,alzenad2017,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 6, 2, 1])"
tier1,alzenad2017,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 6, 2, 2])"
tier1,alzenad2017,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 6, 2, 3])"
tier1,alzenad2017,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 6, 2, 4])"
tier1,alzenad2017,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 6, 2, 5])"
tier1,alzenad2017,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 6, 2, 6])"
tier1,alzenad2017,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 6, 2, 7])"
tier1,alzenad2017,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 6, 2, 8])"
tier1,alzenad2017,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 6, 2, 9])"
tier1,alzenad2017,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 6, 2, 10])"
tier1,alzenad2017,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 6, 2, 11])"
tier1,alzenad2017,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 6, 2, 12])"
tier1,alzenad2017,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 6, 2, 13])"
tier1,alzenad2017,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 6, 2, 14])"
tier1,alzenad2017,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 6, 2, 15])"
tier1,alzenad2017,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 6, 2, 16])"
tier1,alzenad2017,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 6, 2, 17])"
tier1,alzenad2017,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 6, 2, 18])"
tier1,alzenad2017,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 6, 2, 19])"
